Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:03] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjJ9.roVXIswIxB6-AwDyi0b4KXKkk1KZF-QXZ_rncnEq1aQ&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjMsInNlc3Npb25faWQiOjJ9.qIO9M1TgWXxA3d3njVjFTGLmSG3J4TBS5XBhWKYFuuI&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo&channel_id=1&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channel/invite/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channel/invite/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channel/invite/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channel/invite/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channel/invite/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:04] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/join/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.CmKKU1QOTFILRQgttNcTxyQvTSoSk9IPikE6zuqHpcs&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/join/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/join/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/join/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjIsInNlc3Npb25faWQiOjF9.CmKKU1QOTFILRQgttNcTxyQvTSoSk9IPikE6zuqHpcs&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/leave/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "POST /channel/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:05] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/removeowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/removeowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/removeowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/removeowner/v1 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channel/removeowner/v1 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "POST /channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:06] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 400 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjJ9.RraWxXi2z4IWNp6nmFnvdkyxnQvTPJhIsyscEGQ0Wro&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjJ9.RraWxXi2z4IWNp6nmFnvdkyxnQvTPJhIsyscEGQ0Wro&channel_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjJ9.RraWxXi2z4IWNp6nmFnvdkyxnQvTPJhIsyscEGQ0Wro&channel_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "GET /channels/list/v2?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJuYW1lIjoiS2V2aW4ifQ.kEg0Lcmdnk9a5WrUhfSi3F7hRsEHk5-7u7bZ9s49paA HTTP/1.1" 403 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjF9.ZuPX6mvuAoch7cV4NH0CPyWE_X0_RWIvkb13ffzMQVo HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "GET /channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJhdXRoX3VzZXJfaWQiOjEsInNlc3Npb25faWQiOjJ9.RraWxXi2z4IWNp6nmFnvdkyxnQvTPJhIsyscEGQ0Wro HTTP/1.1" 200 -
127.0.0.1 - - [15/Nov/2021 18:50:07] "DELETE /clear/v1 HTTP/1.1" 200 -
